x,y(x),LTE,GTE
2.000000,0.000000,0.000000,0.000000
3.000000,0.642647,0.000000,0.000000
4.000000,1.386294,0.000000,0.000000
5.000000,2.127561,0.000000,0.000000
6.000000,2.839872,0.000000,0.000000
7.000000,3.516950,0.000000,0.000000
8.000000,4.158883,0.000000,0.000000
9.000000,4.767813,0.000000,0.000000
10.000000,5.346437,0.000000,0.000000
11.000000,5.897459,0.000000,0.000000
12.000000,6.423391,0.000000,0.000000
